order_id,customer_id,city,category,product,amount,order_date,status
ORD00062812,C012812,Bangalore,Electronics,Mobile,67707,2024-02-22,Completed
ORD00062813,C012813,Pune,Fashion,TShirt,"12,000",2024-02-23,Completed
ORD00062814,C012814,Mumbai,Grocery,Sugar,invalid,2024-02-24,Completed
ORD00062815,C012815, pune ,Grocery,Rice,87548,2024-02-25,Completed
ORD00062816,C012816,Delhi,Electronics,Tablet,33280,2024/02/26,Completed
ORD00062817,C012817,Delhi,Fashion,Jeans,32535,2024-02-27,Completed
ORD00062818,C012818,Bangalore,Grocery,Rice,11538,2024-02-28,Completed
ORD00062819,C012819,Pune,Fashion,Jeans,78500,2024-02-29,Completed
ORD00062820,C012820,Chennai,Electronics,Tablet,68869,2024-01-01,Cancelled
ORD00062821,C012821,Chennai,Home,Mixer,78824,02/01/2024,Completed
ORD00062822,C012822,Pune,Fashion,TShirt,59718,2024-01-03,Completed
ORD00062823,C012823,Mumbai,Home,Mixer,14194,2024-01-04,Completed
ORD00062824,C012824,Pune,Home,Mixer,72504,2024-01-05,Completed
ORD00062825,C012825,Pune,Fashion,TShirt,36733,2024-01-06,Completed
ORD00062826,C012826,Kolkata,Grocery,Rice ,65839,2024-01-07,Completed
ORD00062827,C012827,Mumbai,Home,Vacuum,67034,2024-01-08,Completed
ORD00062828,C012828,Mumbai,Home,Mixer,20972,2024-01-09,Completed
ORD00062829,C012829,Delhi,Electronics,Laptop,54447,2024/01/10,Completed
ORD00062830,C012830,Mumbai,Grocery,Oil,27833,2024-01-11,Completed
ORD00062831,C012831,Delhi,Home,AirPurifier,33360,2024-01-12,Completed
ORD00062832,C012832, mumbai ,Home,Vacuum,58699,13/01/2024,Completed
ORD00062833,C012833,Bangalore,Electronics,Mobile,invalid,2024-01-14,Completed
ORD00062834,C012834,Delhi,Grocery,Rice,1835,2024-01-15,Completed
ORD00062835,C012835,Delhi,Electronics,Mobile,56063,2024-01-16,Completed
ORD00062836,C012836,Bangalore,Grocery,Sugar,"12,000",2024-01-17,Completed
ORD00062837,C012837,Mumbai, fashion ,Shoes,81610,2024-01-18,Completed
ORD00062838,C012838,Bangalore,Fashion,Shoes,3627,2024-01-19,Completed
ORD00062839,C012839,Chennai,Fashion,TShirt,78346,2024-01-20,Completed
ORD00062840,C012840,Delhi,Home,AirPurifier,55574,2024-01-21,Cancelled
ORD00062841,C012841,Chennai,Electronics,Tablet,34899,2024-01-22,Completed
ORD00062842,C012842,Hyderabad,Fashion,TShirt,71395,2024/01/23,Completed
ORD00062843,C012843,Mumbai,Fashion,TShirt,,24/01/2024,Completed
ORD00062844,C012844,Pune,Electronics,Tablet,1876,2024-01-25,Completed
ORD00062845,C012845,Mumbai,Grocery,Rice,87157,2024-01-26,Completed
ORD00062846,C012846,Delhi,Fashion,TShirt,4602,2024-01-27,Completed
ORD00062847,C012847,Kolkata,Electronics,Laptop,57876,2024-01-28,Completed
ORD00062848,C012848,Hyderabad,Fashion,Jeans,18616,2024-01-29,Completed
ORD00062849,C012849, chennai ,Grocery,Rice,82222,2024-01-30,Completed
ORD00062850,C012850,Delhi,Home,AirPurifier,42090,2024-01-31,Completed
ORD00062851,C012851,Mumbai,Electronics,Laptop,86782,2024-02-01,Completed
ORD00062852,C012852,Mumbai,Home,AirPurifier,invalid,2024-02-02,Completed
ORD00062853,C012853,Pune,Fashion,TShirt,38030,2024-02-03,Completed
ORD00062854,C012854,Delhi,Fashion,TShirt,57671,04/02/2024,Completed
ORD00062855,C012855,Chennai,Grocery,Sugar,84806,2024/02/05,Completed
ORD00062856,C012856,Bangalore,Home,Mixer,82929,invalid_date,Completed
ORD00062857,C012857,Delhi,Fashion,Shoes,78574,2024-02-07,Completed
ORD00062858,C012858,Bangalore,Grocery,Oil,88331,2024-02-08,Completed
ORD00062859,C012859,Kolkata,Home,AirPurifier,"12,000",2024-02-09,Completed
ORD00062860,C012860,Hyderabad,Home,Mixer,84904,2024-02-10,Cancelled
ORD00062861,C012861,Mumbai,Fashion,TShirt,49261,2024-02-11,Completed
ORD00062862,C012862,Kolkata,Grocery,Sugar,18131,2024-02-12,Completed
ORD00062863,C012863,Mumbai,Home,Vacuum ,1897,2024-02-13,Completed
ORD00062864,C012864,Kolkata,Fashion,TShirt,46712,2024-02-14,Completed
ORD00062865,C012865,Hyderabad,Electronics,Mobile,16291,15/02/2024,Completed
ORD00062866,C012866, mumbai ,Home,AirPurifier,31424,2024-02-16,Completed
ORD00062867,C012867,Chennai,Fashion,TShirt,34385,2024-02-17,Completed
ORD00062868,C012868,Delhi, fashion ,Shoes,70875,2024/02/18,Completed
ORD00062869,C012869,Delhi,Home,AirPurifier,66107,2024-02-19,Completed
ORD00062870,C012870,Bangalore,Grocery,Sugar,39758,2024-02-20,Completed
ORD00062871,C012871,Bangalore,Home,Mixer,invalid,2024-02-21,Completed
ORD00062872,C012872,Kolkata,Electronics,Mobile,,2024-02-22,Completed
ORD00062873,C012873,Chennai,Fashion,TShirt,51760,2024-02-23,Completed
ORD00062874,C012874,Pune,Fashion,TShirt,62282,2024-02-24,Completed
ORD00062875,C012875,Chennai,Fashion,TShirt,24022,2024-02-25,Completed
ORD00062876,C012876,Kolkata,Electronics,Tablet,7558,26/02/2024,Completed
ORD00062877,C012877,Hyderabad,Grocery,Oil,45140,2024-02-27,Completed
ORD00062878,C012878,Bangalore,Electronics,Mobile,25097,2024-02-28,Completed
ORD00062879,C012879,Mumbai,Home,Vacuum,51050,2024-02-29,Completed
ORD00062880,C012880,Hyderabad,Electronics,Tablet,36040,2024-01-01,Cancelled
ORD00062881,C012881,Pune,Fashion,TShirt,41171,2024/01/02,Completed
ORD00062882,C012882,Pune,Home,Mixer,"12,000",2024-01-03,Completed
ORD00062883,C012883, bangalore ,Electronics,Tablet,83926,2024-01-04,Completed
ORD00062884,C012884,Pune,Home,Vacuum,25475,2024-01-05,Completed
ORD00062885,C012885,Hyderabad,Home,Mixer,19827,2024-01-06,Completed
ORD00062886,C012886,Hyderabad,Grocery,Sugar,66428,2024-01-07,Completed
ORD00062887,C012887,Bangalore,Fashion,Shoes,12415,08/01/2024,Completed
ORD00062888,C012888,Pune,Grocery,Rice,51785,2024-01-09,Completed
ORD00062889,C012889,Hyderabad,Grocery,Rice,40129,2024-01-10,Completed
ORD00062890,C012890,Hyderabad,Grocery,Rice,invalid,2024-01-11,Completed
ORD00062891,C012891,Bangalore,Home,Mixer,82123,2024-01-12,Completed
ORD00062892,C012892,Kolkata,Grocery,Oil,81657,2024-01-13,Completed
ORD00062893,C012893,Bangalore,Fashion,Jeans,64637,2024-01-14,Completed
ORD00062894,C012894,Kolkata,Fashion,Shoes,74891,2024/01/15,Completed
ORD00062895,C012895,Bangalore,Electronics,Mobile,66919,2024-01-16,Completed
ORD00062896,C012896,Bangalore,Home,AirPurifier,59347,2024-01-17,Completed
ORD00062897,C012897,Hyderabad,Grocery,Oil,31648,2024-01-18,Completed
ORD00062898,C012898,Pune,Home,Mixer,18543,19/01/2024,Completed
ORD00062899,C012899,Hyderabad, fashion ,TShirt,27796,2024-01-20,Completed
ORD00062900,C012900, bangalore ,Grocery,Rice ,1115,2024-01-21,Cancelled
ORD00062901,C012901,Bangalore,Fashion,Jeans,,2024-01-22,Completed
ORD00062902,C012902,Pune,Home,Mixer,82435,2024-01-23,Completed
ORD00062903,C012903,Bangalore,Grocery,Oil,65933,2024-01-24,Completed
ORD00062904,C012904,Kolkata,Grocery,Sugar,40942,2024-01-25,Completed
ORD00062905,C012905,Kolkata,Home,AirPurifier,"12,000",2024-01-26,Completed
ORD00062906,C012906,Delhi,Fashion,TShirt,59148,2024-01-27,Completed
ORD00062907,C012907,Kolkata,Grocery,Rice,69053,2024/01/28,Completed
ORD00062908,C012908,Delhi,Home,Vacuum,28984,2024-01-29,Completed
ORD00062909,C012909,Pune,Home,Mixer,invalid,30/01/2024,Completed
ORD00062910,C012910,Delhi,Electronics,Mobile,83745,2024-01-31,Completed
ORD00062911,C012911,Bangalore,Fashion,TShirt,79899,2024-02-01,Completed
ORD00062912,C012912,Chennai,Electronics,Laptop,67001,2024-02-02,Completed
ORD00062913,C012913,Mumbai,Electronics,Mobile,1722,2024-02-03,Completed
ORD00062914,C012914,Hyderabad,Electronics,Tablet,20468,2024-02-04,Completed
ORD00062915,C012915,Bangalore,Home,Vacuum,73975,2024-02-05,Completed
ORD00062916,C012916,Bangalore,Grocery,Rice,20530,2024-02-06,Completed
ORD00062917,C012917, mumbai ,Fashion,Shoes,26070,2024-02-07,Completed
ORD00062918,C012918,Pune,Electronics,Laptop,83591,2024-02-08,Completed
ORD00062919,C012919,Hyderabad,Home,Vacuum,75892,2024-02-09,Completed
ORD00062920,C012920,Hyderabad,Grocery,Rice,38923,10/02/2024,Cancelled
ORD00062921,C012921,Chennai,Fashion,TShirt,77294,2024-02-11,Completed
ORD00062922,C012922,Hyderabad,Grocery,Oil,76303,2024-02-12,Completed
ORD00062923,C012923,Kolkata,Home,AirPurifier,82472,2024-02-13,Completed
ORD00062924,C012924,Kolkata,Grocery,Sugar,81559,2024-02-14,Completed
ORD00062925,C012925,Mumbai,Electronics,Mobile,32386,2024-02-15,Completed
ORD00062926,C012926,Kolkata,Home,Mixer,15219,2024-02-16,Completed
ORD00062927,C012927,Hyderabad,Grocery,Sugar,26915,2024-02-17,Completed
ORD00062928,C012928,Chennai,Electronics,Mobile,invalid,2024-02-18,Completed
ORD00062929,C012929,Bangalore,Grocery,Rice,56754,2024-02-19,Completed
ORD00062930,C012930,Pune, electronics ,Mobile,,2024-02-20,Completed
ORD00062931,C012931,Delhi,Grocery,Rice,61956,21/02/2024,Completed
ORD00062932,C012932,Mumbai,Fashion,TShirt,49604,2024-02-22,Completed
ORD00062933,C012933,Mumbai,Home,Vacuum,69188,2024/02/23,Completed
ORD00062934,C012934, bangalore ,Electronics,Laptop,19501,2024-02-24,Completed
ORD00062935,C012935,Hyderabad,Fashion,Shoes,78699,2024-02-25,Completed
ORD00062936,C012936,Mumbai,Fashion,Shoes,28187,2024-02-26,Completed
ORD00062937,C012937,Bangalore,Home,Mixer ,75994,2024-02-27,Completed
ORD00062938,C012938,Pune,Grocery,Oil,4355,2024-02-28,Completed
ORD00062939,C012939,Delhi,Electronics,Laptop,29422,2024-02-29,Completed
ORD00062940,C012940,Hyderabad,Home,Vacuum,18998,2024-01-01,Cancelled
ORD00062941,C012941,Mumbai,Fashion,Shoes,28548,2024-01-02,Completed
ORD00062942,C012942,Mumbai,Electronics,Tablet,65710,03/01/2024,Completed
ORD00062943,C012943,Delhi,Grocery,Sugar,69302,2024-01-04,Completed
ORD00062944,C012944,Mumbai,Home,Mixer,62784,2024-01-05,Completed
ORD00062945,C012945,Pune,Grocery,Sugar,52725,2024-01-06,Completed
ORD00062946,C012946,Delhi,Home,Vacuum,41845,2024/01/07,Completed
ORD00062947,C012947,Pune,Fashion,Jeans,invalid,2024-01-08,Completed
ORD00062948,C012948,Hyderabad,Fashion,Shoes,83926,2024-01-09,Completed
ORD00062949,C012949,Chennai,Home,Mixer,32835,2024-01-10,Completed
ORD00062950,C012950,Bangalore,Grocery,Rice,50233,2024-01-11,Completed
ORD00062951,C012951, hyderabad ,Fashion,TShirt,"12,000",2024-01-12,Completed
ORD00062952,C012952,Hyderabad,Electronics,Mobile,13070,2024-01-13,Completed
ORD00062953,C012953,Hyderabad,Electronics,Laptop,76206,14/01/2024,Completed
ORD00062954,C012954,Chennai,Fashion,Jeans,37226,2024-01-15,Completed
ORD00062955,C012955,Bangalore,Fashion,Jeans,43286,2024-01-16,Completed
ORD00062956,C012956,Hyderabad,Grocery,Rice,7442,2024-01-17,Completed
ORD00062957,C012957,Mumbai,Grocery,Rice,11791,2024-01-18,Completed
ORD00062958,C012958,Hyderabad,Fashion,TShirt,70879,2024-01-19,Completed
ORD00062959,C012959,Mumbai,Home,AirPurifier,,2024/01/20,Completed
ORD00062960,C012960,Hyderabad,Fashion,TShirt,75907,2024-01-21,Cancelled
ORD00062961,C012961,Kolkata, grocery ,Sugar,31568,2024-01-22,Completed
ORD00062962,C012962,Pune,Home,Vacuum,12925,2024-01-23,Completed
ORD00062963,C012963,Mumbai,Home,Vacuum,55599,2024-01-24,Completed
ORD00062964,C012964,Chennai,Grocery,Oil,14917,25/01/2024,Completed
ORD00062965,C012965,Hyderabad,Grocery,Sugar,65203,2024-01-26,Completed
ORD00062966,C012966,Bangalore,Grocery,Oil,invalid,2024-01-27,Completed
ORD00062967,C012967,Kolkata,Fashion,TShirt,71822,2024-01-28,Completed
ORD00062968,C012968, hyderabad ,Grocery,Rice,56517,2024-01-29,Completed
ORD00062969,C012969,Bangalore,Fashion,Jeans,33137,2024-01-30,Completed
ORD00062970,C012970,Kolkata,Home,AirPurifier,57553,2024-01-31,Completed
ORD00062971,C012971,Pune,Electronics,Tablet,72677,2024-02-01,Completed
ORD00062972,C012972,Kolkata,Fashion,Jeans,10838,2024/02/02,Completed
ORD00062973,C012973,Hyderabad,Home,Vacuum,49634,2024-02-03,Completed
ORD00062974,C012974,Kolkata,Grocery,Oil ,"12,000",2024-02-04,Completed
ORD00062975,C012975,Pune,Fashion,TShirt,50800,05/02/2024,Completed
ORD00062976,C012976,Mumbai,Home,Vacuum,69728,2024-02-06,Completed
ORD00062977,C012977,Mumbai,Grocery,Sugar,47732,2024-02-07,Completed
ORD00062978,C012978,Bangalore,Grocery,Rice,61959,2024-02-08,Completed
ORD00062979,C012979,Chennai,Fashion,Shoes,25823,2024-02-09,Completed
ORD00062980,C012980,Kolkata,Fashion,TShirt,86080,2024-02-10,Cancelled
ORD00062981,C012981,Bangalore,Home,Vacuum,89157,2024-02-11,Completed
ORD00062982,C012982,Kolkata,Grocery,Oil,86340,2024-02-12,Completed
ORD00062983,C012983,Mumbai,Home,Vacuum,31707,2024-02-13,Completed
ORD00062984,C012984,Delhi,Home,Mixer,71167,2024-02-14,Completed
ORD00062985,C012985, hyderabad ,Home,Vacuum,invalid,2024/02/15,Completed
ORD00062986,C012986,Chennai,Fashion,Jeans,6789,16/02/2024,Completed
ORD00062987,C012987,Delhi,Electronics,Tablet,31376,2024-02-17,Completed
ORD00062988,C012988,Delhi,Electronics,Laptop,,2024-02-18,Completed
ORD00062989,C012989,Pune,Electronics,Tablet,50626,2024-02-19,Completed
ORD00062990,C012990,Pune,Grocery,Oil,23734,2024-02-20,Completed
ORD00062991,C012991,Bangalore,Fashion,Jeans,37549,2024-02-21,Completed
ORD00062992,C012992,Hyderabad, fashion ,TShirt,59216,2024-02-22,Completed
ORD00062993,C012993,Delhi,Fashion,Shoes,54076,2024-02-23,Completed
ORD00062994,C012994,Delhi,Electronics,Laptop,43922,2024-02-24,Completed
ORD00062995,C012995,Bangalore,Grocery,Sugar,28307,2024-02-25,Completed
ORD00062996,C012996,Mumbai,Electronics,Mobile,16383,2024-02-26,Completed
ORD00062997,C012997,Kolkata,Fashion,Shoes,"12,000",27/02/2024,Completed
ORD00062998,C012998,Hyderabad,Grocery,Oil,30925,2024/02/28,Completed
ORD00062999,C012999,Hyderabad,Fashion,Jeans,89191,2024-02-29,Completed
ORD00063000,C013000,Mumbai,Fashion,Jeans,15612,2024-01-01,Cancelled
ORD00063001,C013001,Hyderabad,Grocery,Rice,28731,2024-01-02,Completed
ORD00063002,C013002, kolkata ,Home,AirPurifier,8274,2024-01-03,Completed
ORD00063003,C013003,Delhi,Grocery,Rice,7968,2024-01-04,Completed
ORD00063004,C013004,Bangalore,Electronics,Laptop,invalid,2024-01-05,Completed
ORD00063005,C013005,Bangalore,Home,Mixer,822,2024-01-06,Completed
ORD00063006,C013006,Mumbai,Fashion,Jeans,78795,2024-01-07,Completed
ORD00063007,C013007,Hyderabad,Home,AirPurifier,56275,2024-01-08,Completed
ORD00063008,C013008,Pune,Grocery,Sugar,86641,09/01/2024,Completed
ORD00063009,C013009,Delhi,Grocery,Oil,88781,2024-01-10,Completed
ORD00063010,C013010,Mumbai,Fashion,TShirt,5836,2024-01-11,Completed
ORD00063011,C013011,Bangalore,Home,AirPurifier ,63402,2024/01/12,Completed
ORD00063012,C013012,Pune,Fashion,Jeans,21562,2024-01-13,Completed
ORD00063013,C013013,Chennai,Electronics,Laptop,65856,2024-01-14,Completed
ORD00063014,C013014,Pune,Electronics,Laptop,19085,2024-01-15,Completed
ORD00063015,C013015,Delhi,Fashion,TShirt,59150,2024-01-16,Completed
ORD00063016,C013016,Hyderabad,Home,AirPurifier,36844,2024-01-17,Completed
ORD00063017,C013017,Chennai,Home,Vacuum,,2024-01-18,Completed
ORD00063018,C013018,Pune,Fashion,TShirt,54770,2024-01-19,Completed
ORD00063019,C013019, kolkata ,Fashion,TShirt,59323,20/01/2024,Completed
ORD00063020,C013020,Pune,Electronics,Tablet,"12,000",2024-01-21,Cancelled
ORD00063021,C013021,Delhi,Electronics,Mobile,57549,2024-01-22,Completed
ORD00063022,C013022,Kolkata,Fashion,Jeans,32109,2024-01-23,Completed
ORD00063023,C013023,Kolkata, grocery ,Rice,invalid,2024-01-24,Completed
ORD00063024,C013024,Mumbai,Grocery,Sugar,59628,2024/01/25,Completed
ORD00063025,C013025,Hyderabad,Electronics,Mobile,4211,2024-01-26,Completed
ORD00063026,C013026,Mumbai,Home,Mixer,3522,2024-01-27,Completed
ORD00063027,C013027,Chennai,Home,AirPurifier,65319,2024-01-28,Completed
ORD00063028,C013028,Kolkata,Fashion,Shoes,63611,2024-01-29,Completed
ORD00063029,C013029,Pune,Grocery,Sugar,79564,2024-01-30,Completed
ORD00063030,C013030,Chennai,Fashion,Shoes,14883,31/01/2024,Completed
ORD00063031,C013031,Delhi,Grocery,Oil,38833,2024-02-01,Completed
ORD00063032,C013032,Chennai,Fashion,Jeans,16135,2024-02-02,Completed
ORD00063033,C013033,Bangalore,Home,Mixer,78598,2024-02-03,Completed
ORD00063034,C013034,Mumbai,Grocery,Rice,30716,2024-02-04,Completed
ORD00063035,C013035,Kolkata,Home,AirPurifier,6751,2024-02-05,Completed
ORD00063036,C013036, hyderabad ,Home,Mixer,55286,2024-02-06,Completed
ORD00063037,C013037,Chennai,Fashion,Shoes,84712,2024/02/07,Completed
ORD00063038,C013038,Mumbai,Fashion,TShirt,38379,2024-02-08,Completed
ORD00063039,C013039,Kolkata,Grocery,Sugar,10562,2024-02-09,Completed
ORD00063040,C013040,Delhi,Electronics,Tablet,75944,2024-02-10,Cancelled
ORD00063041,C013041,Bangalore,Fashion,Shoes,32879,11/02/2024,Completed
ORD00063042,C013042,Kolkata,Home,Mixer,invalid,2024-02-12,Completed
ORD00063043,C013043,Delhi,Electronics,Mobile,"12,000",2024-02-13,Completed
ORD00063044,C013044,Chennai,Home,Mixer,20455,2024-02-14,Completed
ORD00063045,C013045,Hyderabad,Electronics,Laptop,7230,2024-02-15,Completed
ORD00063046,C013046,Hyderabad,Fashion,TShirt,,2024-02-16,Completed
ORD00063047,C013047,Kolkata,Home,Mixer,71004,2024-02-17,Completed
ORD00063048,C013048,Kolkata,Electronics,Mobile ,55346,2024-02-18,Completed
ORD00063049,C013049,Delhi,Grocery,Oil,66764,2024-02-19,Completed
ORD00063050,C013050,Chennai,Home,Vacuum,76430,2024/02/20,Completed
ORD00063051,C013051,Mumbai,Fashion,Shoes,79295,2024-02-21,Completed
ORD00063052,C013052,Mumbai,Electronics,Mobile,9003,22/02/2024,Completed
ORD00063053,C013053, pune ,Home,AirPurifier,72286,2024-02-23,Completed
ORD00063054,C013054,Kolkata, grocery ,Sugar,44806,2024-02-24,Completed
ORD00063055,C013055,Pune,Fashion,Shoes,19863,2024-02-25,Completed
ORD00063056,C013056,Kolkata,Home,Mixer,14920,2024-02-26,Completed
ORD00063057,C013057,Mumbai,Grocery,Rice,23108,2024-02-27,Completed
ORD00063058,C013058,Pune,Electronics,Mobile,46859,2024-02-28,Completed
ORD00063059,C013059,Pune,Fashion,Jeans,1673,2024-02-29,Completed
ORD00063060,C013060,Pune,Home,AirPurifier,75069,2024-01-01,Cancelled
ORD00063061,C013061,Chennai,Electronics,Tablet,invalid,2024-01-02,Completed
ORD00063062,C013062,Kolkata,Home,Mixer,2321,2024-01-03,Completed
ORD00063063,C013063,Hyderabad,Grocery,Rice,25065,04/01/2024,Completed
ORD00063064,C013064,Chennai,Fashion,Jeans,72264,2024-01-05,Completed
ORD00063065,C013065,Mumbai,Home,AirPurifier,59859,2024-01-06,Completed
ORD00063066,C013066,Hyderabad,Grocery,Rice,"12,000",2024-01-07,Completed
ORD00063067,C013067,Bangalore,Electronics,Mobile,49557,2024-01-08,Completed
ORD00063068,C013068,Chennai,Fashion,Shoes,37187,2024-01-09,Completed
ORD00063069,C013069,Kolkata,Electronics,Mobile,2407,2024-01-10,Completed
ORD00063070,C013070, bangalore ,Home,Vacuum,864,2024-01-11,Completed
ORD00063071,C013071,Hyderabad,Home,AirPurifier,72074,2024-01-12,Completed
ORD00063072,C013072,Mumbai,Grocery,Rice,72663,2024-01-13,Completed
ORD00063073,C013073,Mumbai,Home,AirPurifier,30748,2024-01-14,Completed
ORD00063074,C013074,Bangalore,Grocery,Oil,49047,15/01/2024,Completed
ORD00063075,C013075,Bangalore,Fashion,Jeans,,2024-01-16,Completed
ORD00063076,C013076,Delhi,Grocery,Rice,28474,2024/01/17,Completed
ORD00063077,C013077,Hyderabad,Electronics,Tablet,55492,2024-01-18,Completed
ORD00063078,C013078,Chennai,Fashion,Jeans,4373,2024-01-19,Completed
ORD00063079,C013079,Hyderabad,Electronics,Laptop,9269,2024-01-20,Completed
ORD00063080,C013080,Bangalore,Electronics,Mobile,invalid,2024-01-21,Cancelled
ORD00063081,C013081,Pune,Fashion,Shoes,65477,2024-01-22,Completed
ORD00063082,C013082,Hyderabad,Fashion,Jeans,27083,2024-01-23,Completed
ORD00063083,C013083,Pune,Fashion,Shoes,33257,2024-01-24,Completed
ORD00063084,C013084,Bangalore,Electronics,Laptop,67100,2024-01-25,Completed
ORD00063085,C013085,Hyderabad, fashion ,Shoes ,85393,26/01/2024,Completed
ORD00063086,C013086,Delhi,Home,Mixer,55669,2024-01-27,Completed
ORD00063087,C013087, pune ,Home,Mixer,59669,2024-01-28,Completed
ORD00063088,C013088,Kolkata,Electronics,Tablet,4832,2024-01-29,Completed
ORD00063089,C013089,Hyderabad,Fashion,TShirt,"12,000",2024/01/30,Completed
ORD00063090,C013090,Chennai,Fashion,Jeans,69379,2024-01-31,Completed
ORD00063091,C013091,Bangalore,Grocery,Oil,39236,2024-02-01,Completed
ORD00063092,C013092,Bangalore,Electronics,Mobile,39778,2024-02-02,Completed
ORD00063093,C013093,Mumbai,Grocery,Oil,13707,2024-02-03,Completed
ORD00063094,C013094,Bangalore,Grocery,Sugar,33693,2024-02-04,Completed
ORD00063095,C013095,Pune,Fashion,Shoes,77020,2024-02-05,Completed
ORD00063096,C013096,Hyderabad,Electronics,Laptop,36485,06/02/2024,Completed
ORD00063097,C013097,Kolkata,Grocery,Rice,18658,2024-02-07,Completed
ORD00063098,C013098,Kolkata,Fashion,Jeans,6454,2024-02-08,Completed
ORD00063099,C013099,Bangalore,Electronics,Laptop,invalid,2024-02-09,Completed
ORD00063100,C013100,Delhi,Grocery,Rice,1980,2024-02-10,Cancelled
ORD00063101,C013101,Chennai,Home,AirPurifier,52352,2024-02-11,Completed
ORD00063102,C013102,Chennai,Electronics,Tablet,19819,2024/02/12,Completed
ORD00063103,C013103,Mumbai,Grocery,Oil,51471,2024-02-13,Completed
ORD00063104,C013104, mumbai ,Fashion,TShirt,,2024-02-14,Completed
ORD00063105,C013105,Hyderabad,Fashion,Shoes,86202,2024-02-15,Completed
ORD00063106,C013106,Chennai,Electronics,Mobile,7066,2024-02-16,Completed
ORD00063107,C013107,Hyderabad,Grocery,Oil,14526,17/02/2024,Completed
ORD00063108,C013108,Kolkata,Home,AirPurifier,28229,2024-02-18,Completed
ORD00063109,C013109,Bangalore,Electronics,Mobile,68315,2024-02-19,Completed
ORD00063110,C013110,Mumbai,Electronics,Laptop,81022,2024-02-20,Completed
ORD00063111,C013111,Mumbai,Electronics,Mobile,16883,2024-02-21,Completed
ORD00063112,C013112,Hyderabad,Home,Vacuum,"12,000",2024-02-22,Completed
ORD00063113,C013113,Chennai,Electronics,Tablet,20648,2024-02-23,Completed
ORD00063114,C013114,Bangalore,Fashion,Shoes,87514,2024-02-24,Completed
ORD00063115,C013115,Mumbai,Grocery,Oil,60213,2024/02/25,Completed
ORD00063116,C013116,Chennai, home ,AirPurifier,83859,2024-02-26,Completed
ORD00063117,C013117,Chennai,Electronics,Mobile,20324,2024-02-27,Completed
ORD00063118,C013118,Bangalore,Home,Mixer,invalid,28/02/2024,Completed
ORD00063119,C013119,Pune,Fashion,TShirt,65386,2024-02-29,Completed
ORD00063120,C013120,Hyderabad,Home,Vacuum,59885,2024-01-01,Cancelled
ORD00063121,C013121, kolkata ,Fashion,Jeans,41294,2024-01-02,Completed
ORD00063122,C013122,Delhi,Electronics,Tablet ,36963,2024-01-03,Completed
ORD00063123,C013123,Kolkata,Home,Vacuum,39338,2024-01-04,Completed
ORD00063124,C013124,Mumbai,Fashion,Shoes,46347,2024-01-05,Completed
ORD00063125,C013125,Bangalore,Grocery,Oil,83842,2024-01-06,Completed
ORD00063126,C013126,Mumbai,Grocery,Rice,73226,2024-01-07,Completed
ORD00063127,C013127,Chennai,Home,AirPurifier,29712,2024-01-08,Completed
ORD00063128,C013128,Hyderabad,Grocery,Oil,25042,2024/01/09,Completed
ORD00063129,C013129,Pune,Home,Mixer,75195,10/01/2024,Completed
ORD00063130,C013130,Pune,Home,Mixer,26932,2024-01-11,Completed
ORD00063131,C013131,Kolkata,Grocery,Rice,58963,2024-01-12,Completed
ORD00063132,C013132,Kolkata,Electronics,Mobile,77277,2024-01-13,Completed
ORD00063133,C013133,Bangalore,Fashion,Jeans,,2024-01-14,Completed
ORD00063134,C013134,Pune,Grocery,Sugar,49615,2024-01-15,Completed
ORD00063135,C013135,Hyderabad,Electronics,Laptop,"12,000",2024-01-16,Completed
ORD00063136,C013136,Bangalore,Fashion,Shoes,31008,2024-01-17,Completed
ORD00063137,C013137,Mumbai,Electronics,Mobile,invalid,2024-01-18,Completed
ORD00063138,C013138, chennai ,Electronics,Tablet,2932,2024-01-19,Completed
ORD00063139,C013139,Mumbai,Home,AirPurifier,88234,2024-01-20,Completed
ORD00063140,C013140,Bangalore,Home,AirPurifier,26642,21/01/2024,Cancelled
ORD00063141,C013141,Hyderabad,Grocery,Sugar,46694,2024/01/22,Completed
ORD00063142,C013142,Pune,Electronics,Tablet,32221,2024-01-23,Completed
ORD00063143,C013143,Pune,Electronics,Laptop,8058,2024-01-24,Completed
ORD00063144,C013144,Mumbai,Electronics,Tablet,70096,2024-01-25,Completed
ORD00063145,C013145,Kolkata,Home,AirPurifier,77018,2024-01-26,Completed
ORD00063146,C013146,Hyderabad,Home,AirPurifier,52104,2024-01-27,Completed
ORD00063147,C013147,Bangalore, fashion ,Shoes,3141,invalid_date,Completed
ORD00063148,C013148,Delhi,Grocery,Oil,54011,2024-01-29,Completed
ORD00063149,C013149,Kolkata,Fashion,Jeans,11567,2024-01-30,Completed
ORD00063150,C013150,Mumbai,Home,Vacuum,53506,2024-01-31,Completed
ORD00063151,C013151,Delhi,Fashion,Shoes,36132,01/02/2024,Completed
ORD00063152,C013152,Delhi,Grocery,Oil,49320,2024-02-02,Completed
ORD00063153,C013153,Mumbai,Fashion,Shoes,39305,2024-02-03,Completed
ORD00063154,C013154,Pune,Grocery,Rice,49972,2024/02/04,Completed
ORD00063155,C013155, delhi ,Fashion,TShirt,64256,2024-02-05,Completed
ORD00063156,C013156,Kolkata,Home,Vacuum,invalid,2024-02-06,Completed
