order_id,customer_id,restaurant_id,restaurant_city,delivery_city,order_time,pickup_time,delivery_time,delivery_status,delivery_partner_id,order_amount,payment_mode,rating
O109816,C7245,R850,Pune,Kolkata,2026-01-06 18:22:00,2026-01-06 18:23:00,2026-01-06 19:21:00,PLACED,D864,1088,CreditCard,
O109817,C6391,R709,Pune,Kolkata,2026-02-02 04:56:00,2026-02-02 05:14:00,2026-02-02 05:13:00,PLACED,D700,853,COD,
O109818,C2180,R713,Kolkata,Mumbai,2026-01-06 22:09:00,2026-01-06 22:18:00,2026-01-06 22:37:00,PLACED,D647,2371,Wallet,
O109819,C2922,R426,Delhi,Kolkata,2026-01-10 02:38:00,2026-01-10 02:35:00,2026-01-10 03:24:00,CANCELLED,D499,724,UPI,
O109820,C2887,R508,Delhi,Hyderabad,2026-01-22 13:33:00,2026-01-22 13:42:00,2026-01-22 14:02:00,DELIVERED,D190,1219,DebitCard,1.7
O109821,C4919,R185,Bangalore,Kolkata,2026-02-04 06:03:00,2026-02-04 06:04:00,2026-02-04 06:44:00,CANCELLED,D366,,Wallet,
O109822,C9726,R917,Mumbai,Bangalore,2026-01-10 03:32:00,2026-01-10 03:55:00,2026-01-10 04:43:00,DELIVERED,D280,246,Wallet,3.1
O109823,C4336,R782,Mumbai,Mumbai,2026-01-08 15:28:00,,2026-01-08 16:37:00,CANCELLED,D771,invalid,DebitCard,
O109824,C6135,R584,Chennai,Mumbai,2026-01-22 23:23:00,2026-01-22 23:53:00,2026-01-23 00:39:00,PLACED,D249,2499,UPI,
O109825,C6170,R380,Kolkata,Mumbai,2026-02-04 04:33:00,2026-02-04 04:43:00,2026-02-04 04:44:00,DELIVERED,D812,1026,UPI,1.6
O109826,C2488,R442,Mumbai,Bangalore,06/01/2026 13:23:00,2026-01-06 13:25:00,2026-01-06 14:06:00,CANCELLED,D557,693,COD,
O109827,C4687,R539,Bangalore,Mumbai,2026-01-19 09:57:00,2026-01-19 09:55:00,2026-01-19 09:57:00,DELIVERED,D553,"4,762",Wallet,3.5
O109828,C6625,R285,Mumbai,Bangalore,2026-01-13 02:13:00,2026-01-13 02:18:00,,CANCELLED,D610,2014,DebitCard,
O109829,C5109,R716,Chennai,Mumbai,2026-01-11 19:59:00,2026-01-11 20:08:00,2026-01-11 21:00:00,PLACED,D441,471,CreditCard,
O109830,C1785,R487,Chennai,Delhi,2026-01-22 11:21:00,2026-01-22 11:41:00,2026-01-22 11:51:00,PLACED,D646,2224,DebitCard,
O109831,C3392,R359,Chennai,Pune,2026/01/10 22:11:00,2026-01-10 22:11:00,2026-01-10 22:08:00,PICKED,D933,293,CreditCard,
O109832,C2495,R530,Bangalore,Hyderabad,2026-01-27 23:21:00,2026-01-27 23:37:00,2026-01-27 23:48:00,CANCELLED,D518,430,CreditCard,
O109833,C9266,R429,Delhi,Chennai,2026-01-27 21:50:00,2026-01-27 21:56:00,2026-01-27 22:44:00,PLACED,D822,1435,COD,
O109834,C9029,R254,Chennai,Hyderabad,2026-02-01 08:02:00,,2026-02-01 08:39:00,PLACED,D757,382,DebitCard,
O109835,C8267,R533,Mumbai,Hyderabad,2026-01-03 06:55:00,2026-01-03 06:59:00,2026-01-03 06:49:00,DELIVERED,D109,1624,CreditCard,2.7
O109836,C7585,R679,Hyderabad,Delhi,2026-01-30 14:52:00,2026-01-30 14:58:00,2026-01-30 15:51:00,DELIVERED,D837,851,UPI,3.7
O109837,C7719,R550,Bangalore,Mumbai,2026-01-11 04:51:00,2026-01-11 05:11:00,2026-01-11 05:47:00,PLACED,D672,1667,Wallet,
O109838,C7232,R816,Kolkata,Bangalore,2026-01-23 19:13:00,2026-01-23 19:23:00,2026-01-23 20:17:00,CANCELLED,D238,1341,Wallet,
O109839,C8497,R144,Hyderabad,Kolkata,2026-01-10 21:35:00,2026-01-10 21:53:00,2026-01-10 21:55:00,DELIVERED,D560,1384,CreditCard,1.8
O109840,C3746,R818,Pune,Chennai,2026-01-07 00:21:00,2026-01-07 00:42:00,2026-01-07 01:41:00,PICKED,D201,2023,Wallet,
O109841,C1357,R933,Bangalore,Delhi,2026-01-30 08:09:00,2026-01-30 08:05:00,,PICKED,D875,1392,CreditCard,
O109842,C8629,R181,Chennai,Kolkata,2026-01-13 15:39:00,2026-01-13 15:50:00,2026-01-13 16:22:00,DELIVERED,D581,invalid,DebitCard,4.3
O109843,C4489,R819,Pune,Kolkata,01/01/2026 16:26:00,2026-01-01 16:51:00,2026-01-01 17:30:00,CANCELLED,D703,216,CreditCard,
O109844,C4936,R277,Pune,Delhi,2026-01-24 12:01:00,2026-01-24 12:06:00,2026-01-24 12:09:00,DELIVERED,D967,,UPI,2.6
O109845,C1822,R731,Delhi,Kolkata,2026-01-28 03:08:00,,2026-01-28 03:47:00,PLACED,D834,812,CreditCard,
O109846,C6824,R488,Delhi,Pune,2026-01-18 00:32:00,2026-01-18 00:42:00,2026-01-18 00:48:00,PLACED,D493,227,CreditCard,
O109847,C4502,R109,Delhi,Bangalore,2026-01-17 01:16:00,2026-01-17 01:14:00,2026-01-17 01:48:00,PLACED,D839,813,COD,
O109848,C1727,R315,Mumbai,Delhi,2026-01-26 01:00:00,2026-01-26 01:22:00,2026-01-26 01:45:00,DELIVERED,D748,350,Wallet,4.7
O109849,C8623,R809,Delhi,Hyderabad,2026-01-25 09:33:00,2026-01-25 10:01:00,2026-01-25 09:59:00,DELIVERED,D637,1604,Wallet,4.1
O109850,C8327,R534,Bangalore,Hyderabad,2026-01-14 07:11:00,2026-01-14 07:36:00,2026-01-14 07:36:00,PLACED,D220,643,Wallet,
O109851,C3565,R792,Kolkata,Pune,2026-01-27 11:55:00,2026-01-27 11:57:00,2026-01-27 12:32:00,CANCELLED,D376,1896,Wallet,
O109852,C8540,R794,Delhi,Kolkata,2026-02-03 10:12:00,2026-02-03 10:42:00,2026-02-03 11:20:00,PICKED,D153,2323,COD,
O109853,C8850,R895,Hyderabad,Mumbai,2026-02-02 16:31:00,2026-02-02 16:49:00,2026-02-02 17:35:00,CANCELLED,D478,1970,DebitCard,
O109854,C9356,R361,Bangalore,Bangalore,2026-01-18 01:58:00,2026-01-18 01:59:00,,DELIVERED,D828,605,COD,2.7
O109855,C5944,R331,Bangalore,Chennai,2026-01-07 14:33:00,2026-01-07 14:34:00,2026-01-07 15:15:00,DELIVERED,D173,1589,DebitCard,3.4
O109856,C4778,R250,Delhi,Chennai,2026-01-15 06:42:00,,2026-01-15 06:59:00,PLACED,D526,961,COD,
O109857,C6539,R578,Pune,Kolkata,2026-01-08 04:29:00,2026-01-08 04:52:00,2026-01-08 04:42:00,DELIVERED,D374,853,DebitCard,2.5
O109858,C9392,R165,Chennai,Bangalore,2026-01-28 06:07:00,2026-01-28 06:13:00,2026-01-28 06:33:00,PLACED,D698,"8,947",Wallet,
O109859,C2614,R715,Hyderabad,Delhi,2026-01-02 20:54:00,2026-01-02 20:55:00,2026-01-02 20:49:00,CANCELLED,D944,1871,UPI,
O109860,C3018,R964,Mumbai,Delhi,07/01/2026 04:31:00,2026-01-07 04:55:00,2026-01-07 05:09:00,CANCELLED,D348,1499,DebitCard,
O109861,C3170,R982,Bangalore,Chennai,2026-01-31 04:46:00,2026-01-31 05:02:00,2026-01-31 05:44:00,DELIVERED,D379,invalid,DebitCard,2.2
O109862,C1719,R830,Delhi,Bangalore,2026-01-16 16:49:00,2026-01-16 17:04:00,2026-01-16 17:07:00,PLACED,D607,2032,DebitCard,
O109863,C4348,R532,Hyderabad,Mumbai,2026-01-29 11:24:00,2026-01-29 11:49:00,2026-01-29 11:59:00,CANCELLED,D945,1880,COD,
O109864,C7737,R991,Delhi,Hyderabad,2026-01-30 09:27:00,2026-01-30 09:34:00,2026-01-30 09:40:00,PLACED,D152,2354,Wallet,
O109865,C6172,R948,Bangalore,Kolkata,2026-01-22 01:01:00,2026-01-22 01:26:00,2026-01-22 02:07:00,PICKED,D295,1177,CreditCard,
O109866,C4750,R819,Bangalore,Chennai,2026-01-29 14:00:00,2026-01-29 14:00:00,2026-01-29 14:59:00,CANCELLED,D834,1836,CreditCard,
O109867,C4249,R133,Pune,Pune,2026-01-30 05:10:00,,,PLACED,D847,,CreditCard,
O109868,C7591,R329,Hyderabad,Chennai,2026-01-24 00:20:00,2026-01-24 00:23:00,2026-01-24 00:44:00,DELIVERED,D339,486,DebitCard,1.8
O109869,C6357,R937,Mumbai,Mumbai,2026-01-02 03:23:00,2026-01-02 03:42:00,2026-01-02 04:30:00,DELIVERED,D141,324,DebitCard,4.1
O109870,C4809,R630,Bangalore,Mumbai,2026-01-16 11:42:00,2026-01-16 12:03:00,2026-01-16 12:26:00,PLACED,D208,914,CreditCard,
O109871,C1151,R167,Kolkata,Chennai,2026-01-29 13:50:00,2026-01-29 14:13:00,2026-01-29 14:33:00,PICKED,D923,1888,UPI,
O109872,C4477,R489,Kolkata,Mumbai,2026-01-05 23:48:00,2026-01-05 23:45:00,2026-01-06 00:23:00,PICKED,D355,2330,COD,
O109873,C6092,R392,Hyderabad,Mumbai,2026-01-24 00:48:00,2026-01-24 01:06:00,2026-01-24 01:12:00,CANCELLED,D358,1261,DebitCard,
O109874,C8668,R447,Hyderabad,Kolkata,2026-01-18 23:00:00,2026-01-18 23:20:00,2026-01-18 23:46:00,DELIVERED,D954,1801,DebitCard,2.7
O109875,C7307,R443,Bangalore,Hyderabad,2026-02-04 19:12:00,2026-02-04 19:08:00,2026-02-04 19:30:00,DELIVERED,D766,274,CreditCard,4.7
O109876,C1532,R773,Kolkata,Bangalore,2026-01-27 07:26:00,2026-01-27 07:25:00,2026-01-27 07:58:00,DELIVERED,D151,835,DebitCard,4.6
O109877,C9196,R604,Bangalore,Chennai,08/01/2026 05:29:00,2026-01-08 05:49:00,2026-01-08 06:46:00,PICKED,D402,669,UPI,
O109878,C5255,R456,Chennai,Pune,2026-01-14 18:47:00,,2026-01-14 19:09:00,PICKED,D147,933,Wallet,
O109879,C4541,R893,Bangalore,Kolkata,2026-01-28 01:59:00,2026-01-28 02:24:00,2026-01-28 02:23:00,DELIVERED,D570,842,Wallet,1.8
O109880,C5943,R132,Hyderabad,Hyderabad,2026-01-14 01:24:00,2026-01-14 01:34:00,,DELIVERED,D979,invalid,CreditCard,4.8
O109881,C3864,R659,Delhi,Mumbai,2026-02-01 03:25:00,2026-02-01 03:20:00,2026-02-01 03:58:00,PICKED,D189,2093,Wallet,
O109882,C8502,R618,Pune,Chennai,2026-01-12 02:22:00,2026-01-12 02:20:00,2026-01-12 02:18:00,PLACED,D548,988,COD,
O109883,C3931,R939,Kolkata,Bangalore,2026-01-19 17:02:00,2026-01-19 17:05:00,2026-01-19 17:50:00,DELIVERED,D912,882,Wallet,4.3
O109884,C3923,R216,Delhi,Pune,2026-02-03 08:57:00,2026-02-03 09:09:00,2026-02-03 09:24:00,PLACED,D448,1461,Wallet,
O109885,C7478,R757,Pune,Chennai,2026-01-18 13:24:00,2026-01-18 13:36:00,2026-01-18 13:51:00,DELIVERED,D307,1710,UPI,2.1
O109886,C1963,R355,Kolkata,Kolkata,2026-01-31 20:34:00,2026-01-31 20:58:00,2026-01-31 21:04:00,PICKED,D777,1476,DebitCard,
O109887,C5312,R772,Kolkata,Mumbai,2026-02-02 20:46:00,2026-02-02 20:57:00,2026-02-02 21:19:00,CANCELLED,D708,449,CreditCard,
O109888,C4252,R891,Chennai,Bangalore,2026-01-12 01:11:00,2026-01-12 01:34:00,2026-01-12 01:39:00,PLACED,D107,1467,Wallet,
O109889,C1582,R928,Hyderabad,Bangalore,2026/01/21 17:32:00,,2026-01-21 18:54:00,CANCELLED,D266,"5,556",COD,
O109890,C1754,R749,Delhi,Delhi,2026-01-09 07:03:00,2026-01-09 07:31:00,2026-01-09 08:23:00,DELIVERED,D247,,DebitCard,3.3
O109891,C3246,R926,Mumbai,Hyderabad,2026-01-06 09:48:00,2026-01-06 10:10:00,2026-01-06 10:05:00,CANCELLED,D728,2251,Wallet,
O109892,C8271,R674,Hyderabad,Chennai,2026-01-07 21:59:00,2026-01-07 22:21:00,2026-01-07 22:40:00,PLACED,D712,2491,UPI,
O109893,C8689,R613,Pune,Kolkata,2026-01-24 18:47:00,2026-01-24 18:54:00,,CANCELLED,D203,258,UPI,
O109894,C5902,R486,Kolkata,Pune,02/01/2026 01:19:00,2026-01-02 01:15:00,2026-01-02 01:26:00,DELIVERED,D546,207,DebitCard,4.9
O109895,C7260,R367,Bangalore,Kolkata,2026-01-06 02:37:00,2026-01-06 03:07:00,2026-01-06 03:50:00,CANCELLED,D519,1985,COD,
O109896,C4691,R167,Bangalore,Bangalore,2026-01-04 02:06:00,2026-01-04 02:29:00,2026-01-04 02:35:00,DELIVERED,D434,1261,UPI,4.6
O109897,C4253,R821,Pune,Bangalore,2026-01-31 06:35:00,2026-01-31 07:04:00,2026-01-31 08:03:00,PLACED,D823,777,COD,
O109898,C7448,R186,Hyderabad,Kolkata,2026-01-28 00:00:00,2026-01-28 00:30:00,2026-01-28 01:24:00,PLACED,D366,643,DebitCard,
O109899,C3255,R186,Kolkata,Mumbai,2026-01-09 23:32:00,2026-01-09 23:48:00,2026-01-10 00:43:00,DELIVERED,D490,invalid,CreditCard,3.8
O109900,C2091,R203,Kolkata,Hyderabad,2026-01-25 15:42:00,,2026-01-25 16:24:00,PLACED,D550,2276,COD,
O109901,C7928,R659,Mumbai,Delhi,2026-01-17 07:09:00,2026-01-17 07:29:00,2026-01-17 07:52:00,PICKED,D314,1584,CreditCard,
O109902,C1953,R342,Delhi,Kolkata,2026-01-25 18:14:00,2026-01-25 18:40:00,2026-01-25 18:33:00,PICKED,D791,856,CreditCard,
O109903,C9330,R176,Delhi,Delhi,2026-01-12 04:51:00,2026-01-12 05:01:00,2026-01-12 05:32:00,CANCELLED,D245,670,COD,
O109904,C4686,R333,Pune,Kolkata,2026-01-23 06:11:00,2026-01-23 06:29:00,2026-01-23 06:51:00,PICKED,D183,1211,COD,
O109905,C4859,R712,Delhi,Kolkata,2026-01-20 03:24:00,2026-01-20 03:33:00,2026-01-20 04:18:00,DELIVERED,D572,1978,COD,3.2
O109906,C5461,R531,Mumbai,Bangalore,2026-02-02 17:35:00,2026-02-02 17:59:00,,DELIVERED,D601,1551,UPI,4.3
O109907,C7377,R766,Chennai,Mumbai,2026-02-02 03:51:00,2026-02-02 04:09:00,2026-02-02 04:36:00,PICKED,D171,1731,COD,
O109908,C8566,R469,Mumbai,Bangalore,2026-01-27 09:05:00,2026-01-27 09:10:00,2026-01-27 09:54:00,PLACED,D630,2464,UPI,
O109909,C5961,R254,Mumbai,Delhi,2026-01-31 05:58:00,2026-01-31 06:10:00,2026-01-31 07:00:00,DELIVERED,D949,2301,Wallet,3.6
O109910,C7510,R272,Kolkata,Kolkata,2026-01-04 16:45:00,2026-01-04 16:44:00,2026-01-04 17:42:00,CANCELLED,D360,2223,DebitCard,
O109911,C2909,R209,Mumbai,Pune,09/01/2026 08:40:00,,2026-01-09 08:59:00,PLACED,D447,1337,DebitCard,
O109912,C6888,R256,Kolkata,Delhi,2026-02-02 00:22:00,2026-02-02 00:30:00,2026-02-02 00:57:00,PLACED,D292,2075,COD,
O109913,C9653,R861,Bangalore,Bangalore,2026-01-21 10:17:00,2026-01-21 10:36:00,2026-01-21 10:41:00,PLACED,D783,,UPI,
O109914,C3838,R679,Bangalore,Hyderabad,2026-01-16 17:50:00,2026-01-16 17:57:00,2026-01-16 18:10:00,CANCELLED,D731,401,UPI,
O109915,C1135,R157,Kolkata,Chennai,2026-01-01 22:52:00,2026-01-01 22:56:00,2026-01-01 23:29:00,DELIVERED,D334,1350,CreditCard,3.7
O109916,C7007,R637,Delhi,Delhi,2026-01-20 03:09:00,2026-01-20 03:12:00,2026-01-20 04:05:00,DELIVERED,D945,615,COD,1.6
O109917,C7313,R626,Pune,Pune,2026-01-07 01:29:00,2026-01-07 01:28:00,2026-01-07 01:41:00,DELIVERED,D225,1213,CreditCard,2.0
O109918,C9787,R515,Kolkata,Mumbai,2026/01/07 21:14:00,2026-01-07 21:35:00,2026-01-07 22:11:00,CANCELLED,D892,invalid,CreditCard,
O109919,C8911,R629,Delhi,Pune,2026-01-09 18:06:00,2026-01-09 18:28:00,,DELIVERED,D205,1062,CreditCard,2.7
O109920,C9934,R831,Delhi,Kolkata,2026-01-24 01:59:00,2026-01-24 02:12:00,2026-01-24 03:03:00,CANCELLED,D560,"8,315",Wallet,
O109921,C2497,R458,Bangalore,Chennai,2026-01-17 00:06:00,2026-01-17 00:28:00,2026-01-17 01:01:00,DELIVERED,D234,1992,Wallet,3.5
O109922,C5530,R693,Hyderabad,Kolkata,2026-01-14 18:20:00,,2026-01-14 19:32:00,PICKED,D263,306,CreditCard,
O109923,C7231,R247,Delhi,Mumbai,2026-01-17 04:59:00,2026-01-17 05:01:00,2026-01-17 05:21:00,PLACED,D217,851,Wallet,
O109924,C1011,R644,Bangalore,Hyderabad,2026-01-18 02:07:00,2026-01-18 02:10:00,2026-01-18 02:13:00,PLACED,D719,2213,UPI,
O109925,C4413,R197,Mumbai,Mumbai,2026-01-03 13:47:00,2026-01-03 13:57:00,2026-01-03 14:26:00,PLACED,D975,787,DebitCard,
O109926,C6054,R889,Pune,Mumbai,2026-01-16 05:35:00,2026-01-16 05:38:00,2026-01-16 06:10:00,PICKED,D304,1146,DebitCard,
O109927,C4798,R711,Chennai,Hyderabad,2026-01-16 05:57:00,2026-01-16 06:22:00,2026-01-16 06:56:00,CANCELLED,D910,1239,COD,
O109928,C7641,R722,Kolkata,Delhi,03/01/2026 19:42:00,2026-01-03 19:45:00,2026-01-03 19:46:00,PICKED,D125,889,Wallet,
O109929,C6895,R589,Pune,Mumbai,2026-01-13 06:50:00,2026-01-13 07:04:00,2026-01-13 07:00:00,PICKED,D204,787,Wallet,
O109930,C6676,R662,Bangalore,Bangalore,2026-01-16 22:47:00,2026-01-16 22:53:00,2026-01-16 22:57:00,PICKED,D776,1755,UPI,
O109931,C3135,R359,Pune,Pune,2026-01-07 00:57:00,2026-01-07 01:15:00,2026-01-07 02:03:00,PLACED,D159,1642,CreditCard,
O109932,C4170,R643,Pune,Kolkata,2026-01-28 01:49:00,2026-01-28 01:49:00,,PLACED,D740,652,UPI,
O109933,C5581,R958,Bangalore,Bangalore,2026-02-03 07:48:00,,2026-02-03 07:44:00,PICKED,D993,413,CreditCard,
O109934,C2311,R899,Kolkata,Pune,2026-01-14 05:27:00,2026-01-14 05:57:00,2026-01-14 06:00:00,PLACED,D630,504,UPI,
O109935,C1688,R845,Kolkata,Hyderabad,2026-01-15 12:30:00,2026-01-15 12:26:00,2026-01-15 13:02:00,DELIVERED,D218,409,DebitCard,2.9
O109936,C7817,R374,Kolkata,Bangalore,2026-01-24 05:54:00,2026-01-24 06:14:00,2026-01-24 07:05:00,PLACED,D331,,Wallet,
O109937,C2715,R717,Hyderabad,Mumbai,2026-01-12 11:45:00,2026-01-12 11:50:00,2026-01-12 12:15:00,PLACED,D918,invalid,Wallet,
O109938,C5595,R518,Chennai,Pune,2026-01-28 03:43:00,2026-01-28 04:05:00,2026-01-28 04:50:00,PLACED,D659,1621,Wallet,
O109939,C5687,R808,Kolkata,Bangalore,2026-01-29 10:39:00,2026-01-29 11:08:00,2026-01-29 11:06:00,PICKED,D296,1110,UPI,
O109940,C4621,R536,Bangalore,Mumbai,2026-02-04 23:35:00,2026-02-04 23:55:00,2026-02-05 00:09:00,DELIVERED,D942,2272,COD,3.3
O109941,C4595,R308,Pune,Pune,2026-01-22 12:47:00,2026-01-22 13:05:00,2026-01-22 13:24:00,PICKED,D354,479,Wallet,
O109942,C7331,R620,Hyderabad,Hyderabad,2026-01-04 16:23:00,2026-01-04 16:29:00,2026-01-04 17:20:00,PLACED,D572,1205,Wallet,
O109943,C3562,R528,Delhi,Bangalore,2026-01-15 21:42:00,2026-01-15 21:40:00,2026-01-15 22:31:00,PICKED,D197,384,DebitCard,
O109944,C6905,R262,Bangalore,Chennai,2026-01-15 05:32:00,,2026-01-15 06:20:00,PICKED,D755,630,COD,
O109945,C2812,R584,Mumbai,Mumbai,29/01/2026 15:06:00,2026-01-29 15:33:00,,DELIVERED,D669,2256,UPI,1.2
O109946,C2297,R216,Chennai,Pune,2026-01-27 01:21:00,2026-01-27 01:31:00,2026-01-27 02:02:00,CANCELLED,D181,1169,CreditCard,
O109947,C9540,R512,Hyderabad,Hyderabad,2026/01/18 18:00:00,2026-01-18 17:56:00,2026-01-18 18:34:00,PLACED,D783,1083,UPI,
O109948,C2447,R308,Kolkata,Bangalore,2026-01-22 00:47:00,2026-01-22 01:06:00,2026-01-22 02:00:00,DELIVERED,D503,1394,DebitCard,4.6
O109949,C8278,R966,Hyderabad,Mumbai,2026-01-01 10:47:00,2026-01-01 11:16:00,2026-01-01 11:33:00,CANCELLED,D814,1114,Wallet,
O109950,C3296,R429,Kolkata,Pune,2026-02-02 04:06:00,2026-02-02 04:20:00,2026-02-02 04:55:00,CANCELLED,D992,1123,Wallet,
O109951,C5713,R353,Mumbai,Kolkata,2026-01-23 18:47:00,2026-01-23 19:03:00,2026-01-23 19:43:00,PICKED,D583,"9,106",UPI,
O109952,C6318,R422,Mumbai,Mumbai,2026-01-29 11:14:00,2026-01-29 11:42:00,2026-01-29 11:48:00,CANCELLED,D201,2451,CreditCard,
O109953,C6980,R142,Pune,Delhi,2026-02-02 11:11:00,2026-02-02 11:16:00,2026-02-02 11:15:00,DELIVERED,D165,497,CreditCard,3.3
O109954,C5540,R118,Delhi,Chennai,2026-01-20 19:34:00,2026-01-20 20:02:00,2026-01-20 20:28:00,PICKED,D102,2129,CreditCard,
O109955,C9174,R496,Kolkata,Delhi,2026-01-30 09:11:00,,2026-01-30 10:21:00,PLACED,D710,814,UPI,
O109956,C3150,R862,Bangalore,Chennai,2026-01-31 13:09:00,2026-01-31 13:17:00,2026-01-31 13:57:00,CANCELLED,D909,invalid,COD,
O109957,C2175,R170,Pune,Mumbai,2026-01-12 08:16:00,2026-01-12 08:28:00,2026-01-12 08:29:00,PLACED,D686,1797,CreditCard,
O109958,C5366,R941,Pune,Chennai,2026-01-13 01:36:00,2026-01-13 02:03:00,,PLACED,D389,1248,COD,
O109959,C3990,R292,Mumbai,Hyderabad,2026-01-17 04:29:00,2026-01-17 04:45:00,2026-01-17 05:18:00,PLACED,D889,,UPI,
O109960,C5556,R954,Pune,Bangalore,2026-01-10 21:32:00,2026-01-10 21:47:00,2026-01-10 22:29:00,PICKED,D191,1920,UPI,
O109961,C4070,R543,Hyderabad,Pune,2026-01-20 10:56:00,2026-01-20 11:08:00,2026-01-20 11:31:00,PICKED,D186,768,DebitCard,
O109962,C3646,R257,Hyderabad,Pune,12/01/2026 16:57:00,2026-01-12 17:21:00,2026-01-12 18:09:00,CANCELLED,D457,450,UPI,
O109963,C1168,R226,Mumbai,Hyderabad,2026-01-07 01:10:00,2026-01-07 01:12:00,2026-01-07 01:21:00,DELIVERED,D272,333,DebitCard,3.6
O109964,C2953,R514,Kolkata,Bangalore,2026-01-31 00:44:00,2026-01-31 00:47:00,2026-01-31 00:44:00,PLACED,D522,471,CreditCard,
O109965,C3443,R526,Delhi,Kolkata,2026-01-21 01:28:00,2026-01-21 01:26:00,2026-01-21 01:39:00,CANCELLED,D277,467,DebitCard,
O109966,C5557,R165,Mumbai,Chennai,2026-01-17 22:48:00,,2026-01-17 22:56:00,PICKED,D427,2078,COD,
O109967,C6128,R941,Bangalore,Hyderabad,2026-01-05 04:19:00,2026-01-05 04:36:00,2026-01-05 05:16:00,CANCELLED,D998,2335,COD,
O109968,C9742,R528,Kolkata,Pune,2026-01-04 04:56:00,2026-01-04 05:18:00,2026-01-04 05:08:00,PICKED,D630,2346,Wallet,
O109969,C7030,R944,Hyderabad,Chennai,2026-01-13 20:44:00,2026-01-13 21:09:00,2026-01-13 21:57:00,DELIVERED,D563,1643,CreditCard,2.1
O109970,C3736,R879,Kolkata,Pune,2026-01-14 06:45:00,2026-01-14 07:14:00,2026-01-14 07:53:00,PICKED,D509,2045,UPI,
O109971,C1106,R451,Chennai,Bangalore,2026-01-30 05:23:00,2026-01-30 05:38:00,,PICKED,D877,2067,Wallet,
O109972,C4514,R836,Delhi,Kolkata,2026-01-17 03:52:00,2026-01-17 03:58:00,2026-01-17 03:49:00,PLACED,D469,2237,CreditCard,
O109973,C3078,R580,Chennai,Pune,2026-01-15 23:08:00,2026-01-15 23:21:00,2026-01-16 00:01:00,PLACED,D131,1195,CreditCard,
O109974,C6093,R539,Pune,Hyderabad,2026-02-01 20:50:00,2026-02-01 21:17:00,2026-02-01 22:04:00,PICKED,D577,1444,COD,
O109975,C6400,R535,Hyderabad,Mumbai,2026-01-19 17:38:00,2026-01-19 17:48:00,2026-01-19 17:52:00,DELIVERED,D649,invalid,UPI,3.9
O109976,C9534,R670,Chennai,Chennai,2026/01/22 05:20:00,2026-01-22 05:30:00,2026-01-22 06:24:00,DELIVERED,D535,2253,CreditCard,2.7
O109977,C1606,R252,Kolkata,Hyderabad,2026-01-01 09:26:00,,2026-01-01 10:21:00,PLACED,D817,555,COD,
O109978,C7168,R946,Pune,Chennai,2026-01-04 23:59:00,2026-01-05 00:02:00,2026-01-05 00:44:00,CANCELLED,D715,1316,UPI,
O109979,C3776,R950,Delhi,Hyderabad,03/01/2026 06:15:00,2026-01-03 06:34:00,2026-01-03 06:58:00,CANCELLED,D942,1551,DebitCard,
O109980,C9528,R627,Chennai,Chennai,2026-01-21 13:26:00,2026-01-21 13:45:00,2026-01-21 14:23:00,PICKED,D983,1068,Wallet,
O109981,C3732,R616,Delhi,Kolkata,2026-01-03 03:38:00,2026-01-03 03:48:00,2026-01-03 03:46:00,CANCELLED,D383,905,UPI,
O109982,C7020,R494,Pune,Kolkata,2026-01-25 06:29:00,2026-01-25 06:58:00,2026-01-25 06:59:00,PLACED,D782,,COD,
O109983,C8671,R780,Pune,Pune,2026-01-18 01:00:00,2026-01-18 01:04:00,2026-01-18 01:10:00,CANCELLED,D392,935,UPI,
O109984,C3654,R766,Pune,Bangalore,2026-01-17 10:23:00,2026-01-17 10:34:00,,DELIVERED,D416,966,COD,2.4
O109985,C7770,R912,Delhi,Bangalore,2026-01-21 04:27:00,2026-01-21 04:51:00,2026-01-21 04:45:00,PLACED,D855,1231,CreditCard,
O109986,C3544,R157,Chennai,Delhi,2026-01-10 22:25:00,2026-01-10 22:54:00,2026-01-10 23:00:00,PLACED,D682,1275,COD,
O109987,C7013,R799,Hyderabad,Bangalore,2026-01-17 23:33:00,2026-01-17 23:43:00,2026-01-17 23:35:00,CANCELLED,D556,306,UPI,
O109988,C3290,R898,Pune,Chennai,2026-01-12 12:39:00,,2026-01-12 13:41:00,DELIVERED,D699,311,UPI,2.4
O109989,C8963,R428,Hyderabad,Kolkata,2026-01-07 12:31:00,2026-01-07 12:38:00,2026-01-07 12:33:00,PICKED,D733,387,UPI,
O109990,C6952,R477,Pune,Pune,2026-01-16 21:57:00,2026-01-16 22:23:00,2026-01-16 23:12:00,PICKED,D768,286,UPI,
O109991,C5026,R113,Delhi,Chennai,2026-02-04 15:08:00,2026-02-04 15:15:00,2026-02-04 15:37:00,PICKED,D117,1659,Wallet,
O109992,C5944,R324,Delhi,Mumbai,2026-01-01 17:07:00,2026-01-01 17:29:00,2026-01-01 17:22:00,PLACED,D617,299,UPI,
O109993,C4337,R778,Delhi,Hyderabad,2026-01-23 12:57:00,2026-01-23 13:22:00,2026-01-23 13:47:00,PICKED,D698,2363,DebitCard,
O109994,C2308,R605,Pune,Kolkata,2026-01-30 23:19:00,2026-01-30 23:23:00,2026-01-31 00:18:00,PICKED,D999,invalid,COD,
